id,subject,term,meaning_ja,example_en,example_ja,source,status,used_at
732,IP,work made for hire,職務著作,The manual is a work made for hire.,そのマニュアルは職務著作である。,,verified,
733,IP,moral rights,著作者人格権,Moral rights protect the author's attribution.,著作者人格権は氏名表示を保護する。,,verified,
734,IP,public domain,パブリック・ドメイン,The novel entered the public domain in 2020.,その小説は2020年にパブリック・ドメインとなった。,,verified,
735,IP,licensing agreement,ライセンス契約,The licensing agreement covers two patents.,そのライセンス契約は2件の特許を対象とする。,,verified,
736,IP,exclusive license,独占的ライセンス,An exclusive license bars even the licensor's use.,独占的ライセンスはライセンサー自身の使用も妨げる。,,verified,
737,IP,non-exclusive license,非独占的ライセンス,Several firms hold non-exclusive licenses.,複数の企業が非独占的ライセンスを保有する。,,verified,
738,IP,cross-license,クロス・ライセンス,The rivals settled through a cross-license.,競合他社はクロス・ライセンスにより和解した。,,verified,
739,IP,trade secret,営業秘密,The formula is protected as a trade secret.,その配合は営業秘密として保護されている。,,verified,
740,IP,misappropriation,(営業秘密の)不正取得・使用,The former employee was sued for misappropriation.,元従業員は営業秘密の不正使用で提訴された。,,verified,
741,IP,confidential information,秘密情報,Confidential information must be marked as such.,秘密情報にはその旨の表示が必要である。,,verified,
742,IP,know-how,ノウハウ,The license includes technical know-how.,そのライセンスには技術ノウハウが含まれる。,,verified,
743,IP,invention,発明,The invention improves battery life.,その発明は電池寿命を改善する。,,verified,
744,IP,inventor,発明者,The inventor assigned the patent to the employer.,発明者は特許を使用者に譲渡した。,,verified,
745,IP,patent office,特許庁,The patent office examined the application.,特許庁は出願を審査した。,,verified,
746,IP,filing date,出願日,Priority is based on the filing date.,優先権は出願日に基づく。,,verified,
747,IP,priority date,優先日,The priority date precedes the competing application.,優先日は競合出願より早い。,,verified,
748,IP,patent prosecution,特許出願手続,Patent prosecution took three years.,特許出願手続には3年を要した。,,verified,
749,IP,office action,拒絶理由通知(オフィス・アクション),The applicant responded to the office action.,出願人は拒絶理由通知に応答した。,,verified,
750,IP,patent examiner,特許審査官,The patent examiner cited two references.,特許審査官は2件の文献を引用した。,,verified,
751,IP,novelty,新規性,Novelty requires that the invention is new.,新規性は発明が新しいことを要求する。,,verified,
752,IP,non-obviousness,非自明性,Non-obviousness was the main issue in examination.,非自明性が審査の主要な争点だった。,,verified,
753,IP,utility,有用性,Utility is rarely disputed in practice.,有用性が実務で争われることは少ない。,,verified,
754,IP,enablement,実施可能性,Enablement requires a sufficient disclosure.,実施可能性は十分な開示を要求する。,,verified,
755,IP,patent term,特許存続期間,The patent term is twenty years from filing.,特許存続期間は出願から20年である。,,verified,
756,IP,maintenance fee,特許維持料,Maintenance fees keep the patent in force.,特許維持料の納付により特許は維持される。,,verified,
757,IP,cease and desist letter,警告書(停止要求書),A cease and desist letter was sent to the infringer.,侵害者に警告書が送付された。,,verified,
758,IP,reasonable royalty,合理的実施料,Damages were calculated as a reasonable royalty.,損害額は合理的実施料として算定された。,,verified,
759,IP,lost profits,逸失利益,The patentee recovered lost profits.,特許権者は逸失利益の賠償を得た。,,verified,
760,IP,willful infringement,故意侵害,Willful infringement can triple the damages.,故意侵害の場合は賠償額が3倍になり得る。,,verified,
761,IP,invalidity,無効,The defendant argued invalidity of the patent.,被告は特許の無効を主張した。,,verified,
762,IP,opposition,異議申立て,An opposition was filed against the registration.,その登録に対して異議申立てが行われた。,,verified,
763,IP,reexamination,再審査,The patent survived reexamination.,その特許は再審査を経て維持された。,,verified,
764,IP,inter partes review,当事者系レビュー(IPR),The competitor requested inter partes review.,競合他社は当事者系レビューを請求した。,,verified,
765,IP,domain name,ドメイン名,The domain name was registered in bad faith.,そのドメイン名は悪意で登録された。,,verified,
766,IP,cybersquatting,サイバースクワッティング,Cybersquatting exploits famous brand names.,サイバースクワッティングは著名ブランド名を悪用する。,,verified,
767,IP,counterfeit,模倣品(偽造品),Customs seized the counterfeit goods.,税関は模倣品を差し押さえた。,,verified,
768,IP,piracy,海賊行為(著作権侵害),Online piracy reduces legitimate sales.,オンラインの海賊行為は正規の売上を減少させる。,,verified,
769,IP,technology transfer,技術移転,The university promotes technology transfer.,その大学は技術移転を推進している。,,verified,
770,IP,open source license,オープンソース・ライセンス,The code is distributed under an open source license.,そのコードはオープンソース・ライセンスで配布される。,,verified,
771,IP,license grant,ライセンスの付与,The license grant is limited to internal use.,ライセンスの付与は内部利用に限定される。,,verified,
772,IP,field of use,使用分野(の限定),The license is restricted to a medical field of use.,そのライセンスは医療分野の使用に限定される。,,verified,
773,IP,territory,(ライセンスの)許諾地域,The territory covers North America only.,許諾地域は北米のみである。,,verified,
774,IP,sublicensing rights,再許諾権,Sublicensing rights require the licensor's consent.,再許諾権にはライセンサーの同意が必要である。,,verified,
775,IP,improvement,改良(発明),Improvements belong to the developing party.,改良発明は開発した当事者に帰属する。,,verified,
776,IP,joint ownership,共有(共同保有),Joint ownership of the patent complicated licensing.,特許の共有がライセンス供与を複雑にした。,,verified,
777,IP,assignment of patent,特許権の譲渡,The assignment of patent was recorded at the office.,特許権の譲渡は特許庁に登録された。,,verified,
778,IP,registration,登録,Registration establishes public notice of the right.,登録により権利の公示がなされる。,,verified,
779,IP,renewal of registration,登録更新,Renewal of registration occurs every ten years.,登録更新は10年ごとに行われる。,,verified,
780,IP,first-to-file,先願主義,Most countries follow the first-to-file system.,ほとんどの国は先願主義を採用している。,,verified,
781,IP,infringement litigation,侵害訴訟,The infringement litigation settled after two years.,その侵害訴訟は2年後に和解した。,,verified,
782,IP,declaratory judgment action,確認訴訟,The user filed a declaratory judgment action of invalidity.,利用者は無効確認訴訟を提起した。,,verified,
783,IP,border enforcement,水際措置,Border enforcement blocks infringing imports.,水際措置は侵害品の輸入を阻止する。,,verified,
784,IP,royalty rate,ロイヤルティ料率,The royalty rate was set at 3 percent.,ロイヤルティ料率は3パーセントと定められた。,,verified,
785,IP,upfront payment,頭金(一時金),The license required an upfront payment.,そのライセンスには一時金の支払が必要だった。,,verified,
786,IP,milestone payment,マイルストーン支払,Milestone payments follow each development stage.,マイルストーン支払は各開発段階に対応する。,,verified,
787,IP,running royalty,ランニング・ロイヤルティ,A running royalty is paid on each sale.,ランニング・ロイヤルティは販売の都度支払われる。,,verified,
788,IP,royalty audit,ロイヤルティ監査,The royalty audit found underpayment.,ロイヤルティ監査で過少支払が判明した。,,verified,
789,IP,grant-back condition,グラント・バック条項,The grant-back condition covers improvements.,グラント・バック条項は改良発明を対象とする。,,verified,
790,IP,exhaustion doctrine,消尽の法理,The exhaustion doctrine permits resale of the product.,消尽の法理は製品の再販売を許容する。,,verified,
791,EMP,employment agreement,雇用契約,The employment agreement specifies the duties.,雇用契約は職務内容を特定する。,,verified,
792,EMP,employer,使用者(雇用主),The employer provides health insurance.,使用者は健康保険を提供する。,,verified,
793,EMP,employee,従業員,The employee received a promotion.,その従業員は昇進した。,,verified,
794,EMP,at-will employment,随意雇用,At-will employment allows termination at any time.,随意雇用ではいつでも雇用を終了できる。,,verified,
795,EMP,probationary period,試用期間,The probationary period lasts three months.,試用期間は3か月である。,,verified,
796,EMP,salary,給与(月給・年俸),The salary is paid monthly.,給与は毎月支払われる。,,verified,
797,EMP,wages,賃金,Wages are calculated on an hourly basis.,賃金は時給で計算される。,,verified,
798,EMP,overtime,時間外労働(残業),Overtime is paid at 1.5 times the regular rate.,時間外労働には1.5倍の割増賃金が支払われる。,,verified,
799,EMP,benefits,福利厚生,Benefits include paid vacation and insurance.,福利厚生には有給休暇と保険が含まれる。,,verified,
800,EMP,severance pay,退職手当(解雇手当),Severance pay equals one month per year of service.,解雇手当は勤続1年につき1か月分である。,,verified,
801,EMP,notice of termination,解雇予告(退職通知),Notice of termination was given in writing.,解雇予告は書面で行われた。,,verified,
802,EMP,resignation,辞職,She submitted her resignation on Friday.,彼女は金曜日に辞表を提出した。,,verified,
803,EMP,dismissal,解雇,The dismissal followed repeated warnings.,解雇は度重なる警告の後に行われた。,,verified,
804,EMP,wrongful termination,不当解雇,The employee sued for wrongful termination.,その従業員は不当解雇で提訴した。,,verified,
805,EMP,layoff,一時解雇(レイオフ),The layoff affected two hundred workers.,レイオフは200人の労働者に影響した。,,verified,
806,EMP,redundancy,人員整理(剰員解雇),The plant closure caused redundancies.,工場閉鎖により人員整理が行われた。,,verified,
807,EMP,discrimination,差別,Discrimination based on age is prohibited.,年齢に基づく差別は禁止されている。,,verified,
808,EMP,harassment,ハラスメント,The company investigated the harassment complaint.,会社はハラスメントの申立てを調査した。,,verified,
809,EMP,sexual harassment,セクシュアル・ハラスメント,Sexual harassment training is mandatory.,セクハラ研修は必須である。,,verified,
810,EMP,equal employment opportunity,雇用機会均等,The policy ensures equal employment opportunity.,その方針は雇用機会均等を確保する。,,verified,
811,EMP,reasonable accommodation,合理的配慮,The employer provided a reasonable accommodation.,使用者は合理的配慮を提供した。,,verified,
812,EMP,disability,障害,Discrimination based on disability is unlawful.,障害を理由とする差別は違法である。,,verified,
813,EMP,workers' compensation,労災補償,Workers' compensation covered the injury.,労災補償がその負傷を填補した。,,verified,
814,EMP,minimum wage,最低賃金,The state raised the minimum wage.,州は最低賃金を引き上げた。,,verified,
815,EMP,working hours,労働時間,Working hours are capped at forty per week.,労働時間は週40時間が上限である。,,verified,
816,EMP,paid leave,有給休暇,Employees earn paid leave each month.,従業員は毎月有給休暇を取得する。,,verified,
817,EMP,sick leave,病気休暇,Sick leave requires a doctor's note.,病気休暇には診断書が必要である。,,verified,
818,EMP,parental leave,育児休暇,Both parents may take parental leave.,両親とも育児休暇を取得できる。,,verified,
819,EMP,maternity leave,産前産後休暇,Maternity leave begins six weeks before birth.,産前休暇は出産の6週間前から始まる。,,verified,
820,EMP,collective bargaining,団体交渉,Collective bargaining produced a new agreement.,団体交渉により新協約が成立した。,,verified,
821,EMP,labor union,労働組合,The labor union represents the factory workers.,労働組合は工場労働者を代表する。,,verified,
822,EMP,strike,ストライキ,The strike lasted two weeks.,ストライキは2週間続いた。,,verified,
823,EMP,lockout,ロックアウト(作業所閉鎖),The employer responded with a lockout.,使用者はロックアウトで対抗した。,,verified,
824,EMP,grievance procedure,苦情処理手続,The dispute went through the grievance procedure.,その紛争は苦情処理手続にかけられた。,,verified,
825,EMP,restrictive covenant,制限的約款(競業避止等),The restrictive covenant was held unenforceable.,その制限的約款は強制不能と判断された。,,verified,
826,EMP,garden leave,ガーデン・リーブ(自宅待機),The executive was placed on garden leave.,その役員は自宅待機とされた。,,verified,
827,EMP,employee handbook,就業規則(従業員ハンドブック),The employee handbook explains the policies.,従業員ハンドブックは諸方針を説明する。,,verified,
828,EMP,code of conduct,行動規範,All staff must follow the code of conduct.,全従業員は行動規範に従わなければならない。,,verified,
829,EMP,disciplinary action,懲戒処分,The violation resulted in disciplinary action.,その違反により懲戒処分が行われた。,,verified,
830,EMP,performance review,人事評価,Performance reviews are held twice a year.,人事評価は年2回実施される。,,verified,
831,EMP,promotion,昇進,The promotion included a salary increase.,昇進には昇給が伴った。,,verified,
832,EMP,demotion,降格,The demotion followed the misconduct.,その非違行為の後に降格が行われた。,,verified,
833,EMP,secondment,出向,The engineer accepted a secondment to the subsidiary.,その技術者は子会社への出向を受け入れた。,,verified,
834,EMP,independent contractor,独立請負人,An independent contractor receives no benefits.,独立請負人は福利厚生を受けない。,,verified,
835,EMP,misclassification,(労働者の)誤分類,Misclassification of workers led to penalties.,労働者の誤分類により制裁金が科された。,,verified,
836,EMP,payroll,給与計算(支払給与),Payroll is processed on the 25th.,給与計算は25日に処理される。,,verified,
837,EMP,pension plan,年金制度,The pension plan vests after five years.,年金制度の受給権は5年で確定する。,,verified,
838,EMP,retirement,退職(定年),Retirement age is set at sixty-five.,定年は65歳と定められている。,,verified,
839,EMP,whistleblower protection,内部通報者保護,Whistleblower protection prohibits retaliation.,内部通報者保護は報復を禁止する。,,verified,
840,EMP,occupational safety,労働安全,Occupational safety rules require protective gear.,労働安全規則は保護具の着用を義務づける。,,verified,
841,EMP,workplace injury,労働災害,The workplace injury was reported immediately.,労働災害は直ちに報告された。,,verified,
842,EMP,background check,経歴調査,A background check preceded the offer.,採用通知の前に経歴調査が行われた。,,verified,
843,EMP,offer letter,採用通知(オファー・レター),The offer letter states the starting salary.,採用通知には初任給が記載されている。,,verified,
844,EMP,job description,職務記述書,The job description lists the required skills.,職務記述書は必要なスキルを列挙する。,,verified,
845,EMP,full-time employee,正社員(フルタイム従業員),Full-time employees receive full benefits.,フルタイム従業員は全ての福利厚生を受ける。,,verified,
846,EMP,part-time employee,パートタイム従業員,Part-time employees work twenty hours a week.,パートタイム従業員は週20時間勤務する。,,verified,
847,EMP,temporary worker,臨時労働者,Temporary workers were hired for the season.,繁忙期に臨時労働者が雇用された。,,verified,
848,EMP,fixed-term contract,有期契約,The fixed-term contract expires in December.,有期契約は12月に満了する。,,verified,
849,EMP,indefinite-term contract,無期契約,The worker converted to an indefinite-term contract.,その労働者は無期契約に転換した。,,verified,
850,EMP,constructive dismissal,みなし解雇(実質的解雇),The demotion amounted to constructive dismissal.,その降格は実質的解雇にあたった。,,verified,
851,EMP,retaliation,報復(的取扱い),Retaliation against complainants is prohibited.,申立人への報復は禁止されている。,,verified,
852,EMP,hostile work environment,敵対的職場環境,The conduct created a hostile work environment.,その行為は敵対的職場環境を生み出した。,,verified,
853,EMP,exempt employee,(残業代の)適用除外従業員,Exempt employees receive no overtime pay.,適用除外従業員には残業代が支払われない。,,verified,
854,EMP,non-exempt employee,残業代支払対象の従業員,Non-exempt employees track their hours.,残業代支払対象の従業員は労働時間を記録する。,,verified,
855,EMP,work permit,労働許可,A work permit is required for foreign staff.,外国人スタッフには労働許可が必要である。,,verified,
856,EMP,employment visa,就労ビザ,The company sponsored his employment visa.,会社は彼の就労ビザを支援した。,,verified,
857,EMP,immigration law,移民法,Immigration law governs foreign workers.,移民法は外国人労働者を規律する。,,verified,
858,EMP,confidentiality undertaking,秘密保持誓約,New hires sign a confidentiality undertaking.,新入社員は秘密保持誓約に署名する。,,verified,
859,EMP,conflict of interest policy,利益相反ポリシー,The conflict of interest policy requires disclosure.,利益相反ポリシーは開示を義務づける。,,verified,
860,EMP,exit interview,退職面談,An exit interview was conducted on the last day.,最終日に退職面談が実施された。,,verified,
861,FIN,loan agreement,金銭消費貸借契約(ローン契約),The loan agreement was signed with two banks.,ローン契約は2つの銀行と締結された。,,verified,
862,FIN,lender,貸主,The lender required additional collateral.,貸主は追加担保を要求した。,,verified,
863,FIN,borrower,借主,The borrower must maintain financial ratios.,借主は財務比率を維持しなければならない。,,verified,
864,FIN,principal amount,元本,The principal amount is ten million dollars.,元本は1000万ドルである。,,verified,
865,FIN,interest rate,金利,The interest rate is fixed for five years.,金利は5年間固定される。,,verified,
866,FIN,fixed rate,固定金利,The borrower chose a fixed rate.,借主は固定金利を選択した。,,verified,
867,FIN,floating rate,変動金利,The floating rate is reset quarterly.,変動金利は四半期ごとに見直される。,,verified,
868,FIN,maturity,満期,The loan reaches maturity in 2030.,そのローンは2030年に満期を迎える。,,verified,
869,FIN,repayment,返済,Repayment begins after a one-year grace period.,返済は1年の据置期間後に始まる。,,verified,
870,FIN,prepayment,期限前返済,Prepayment is permitted without penalty.,期限前返済は違約金なしで認められる。,,verified,
871,FIN,amortization schedule,返済予定表,The amortization schedule shows monthly installments.,返済予定表は毎月の分割払額を示す。,,verified,
872,FIN,installment,分割払い(の各回),Each installment includes principal and interest.,各回の支払には元本と利息が含まれる。,,verified,
873,FIN,balloon payment,バルーン返済(満期一括の大口返済),A balloon payment is due at maturity.,満期にバルーン返済が必要となる。,,verified,
874,FIN,default interest,遅延損害金,Default interest accrues at 14 percent.,遅延損害金は年14パーセントで発生する。,,verified,
875,FIN,event of default,期限の利益喪失事由(デフォルト事由),Nonpayment is an event of default.,支払の不履行はデフォルト事由である。,,verified,
876,FIN,acceleration,期限の利益喪失(繰上げ),Acceleration makes the entire loan due immediately.,期限の利益喪失により全額が直ちに支払期限を迎える。,,verified,
877,FIN,affirmative covenant,作為誓約,An affirmative covenant requires financial reporting.,作為誓約は財務報告を義務づける。,,verified,
878,FIN,negative covenant,不作為誓約,A negative covenant restricts additional debt.,不作為誓約は追加借入を制限する。,,verified,
879,FIN,financial covenant,財務制限条項,The financial covenant sets a leverage limit.,財務制限条項はレバレッジの上限を定める。,,verified,
880,FIN,cross-default,クロス・デフォルト,Cross-default links all the group's loans.,クロス・デフォルトはグループの全借入を連動させる。,,verified,
881,FIN,security agreement,担保契約,The security agreement covers the inventory.,担保契約は棚卸資産を対象とする。,,verified,
882,FIN,secured party,担保権者,The secured party filed a financing statement.,担保権者は担保権登録書類を提出した。,,verified,
883,FIN,pledge,質(質権設定),The shares were given in pledge to the bank.,株式は銀行に質入れされた。,,verified,
884,FIN,mortgage,抵当権(モーゲージ),The mortgage secures the property loan.,抵当権は不動産ローンを担保する。,,verified,
885,FIN,mortgagee,抵当権者,The mortgagee may foreclose upon default.,抵当権者は債務不履行時に担保権を実行できる。,,verified,
886,FIN,mortgagor,抵当権設定者,The mortgagor retains possession of the property.,抵当権設定者は物件の占有を継続する。,,verified,
887,FIN,charge,担保権(チャージ),The lender took a charge over the assets.,貸主は資産に担保権を設定した。,,verified,
888,FIN,floating charge,浮動担保,A floating charge covers changing assets.,浮動担保は変動する資産を対象とする。,,verified,
889,FIN,fixed charge,固定担保,A fixed charge attaches to specific property.,固定担保は特定の財産に付着する。,,verified,
890,FIN,guarantee agreement,保証契約,The guarantee agreement covers all obligations.,保証契約はすべての債務を対象とする。,,verified,
891,FIN,letter of credit,信用状,The exporter was paid under the letter of credit.,輸出者は信用状に基づき支払を受けた。,,verified,
892,FIN,standby letter of credit,スタンドバイ信用状,A standby letter of credit backs the performance.,スタンドバイ信用状が履行を裏付ける。,,verified,
893,FIN,promissory note,約束手形,The borrower executed a promissory note.,借主は約束手形を作成した。,,verified,
894,FIN,bill of exchange,為替手形,The bill of exchange was accepted by the bank.,為替手形は銀行により引き受けられた。,,verified,
895,FIN,syndicated loan,シンジケート・ローン(協調融資),Ten banks joined the syndicated loan.,10行がシンジケート・ローンに参加した。,,verified,
896,FIN,facility agreement,融資枠契約(ファシリティ契約),The facility agreement provides a revolving line.,ファシリティ契約はリボルビング枠を提供する。,,verified,
897,FIN,revolving credit,リボルビング・クレジット(回転信用枠),Revolving credit may be drawn and repaid repeatedly.,回転信用枠は繰り返し借入と返済ができる。,,verified,
898,FIN,term loan,タームローン(証書貸付),The term loan finances the acquisition.,タームローンが買収資金を賄う。,,verified,
899,FIN,credit line,与信枠,The credit line was increased to five million.,与信枠は500万ドルに増額された。,,verified,
900,FIN,drawdown,(融資の)引出し(実行),The first drawdown occurred at closing.,初回の引出しはクロージング時に行われた。,,verified,
901,FIN,disbursement,(資金の)払出し,Disbursement follows satisfaction of the conditions.,払出しは条件の充足後に行われる。,,verified,
902,FIN,refinancing,借換え(リファイナンス),Refinancing lowered the interest cost.,借換えにより金利負担が軽減された。,,verified,
903,FIN,debt restructuring,債務再編,The debt restructuring extended the maturities.,債務再編により満期が延長された。,,verified,
904,FIN,subordinated debt,劣後債務,Subordinated debt ranks below the bank loans.,劣後債務は銀行借入より劣後する。,,verified,
905,FIN,senior debt,優先債務,Senior debt is repaid first in insolvency.,優先債務は倒産時に最初に弁済される。,,verified,
906,FIN,mezzanine financing,メザニン・ファイナンス,Mezzanine financing filled the funding gap.,メザニン・ファイナンスが資金不足を埋めた。,,verified,
907,FIN,bond,債券,The company issued a ten-year bond.,当社は10年債を発行した。,,verified,
908,FIN,debenture,無担保社債(ディベンチャー),The debenture is unsecured.,そのディベンチャーは無担保である。,,verified,
909,FIN,coupon,クーポン(利札),The bond pays a 4 percent coupon.,その債券のクーポンは4パーセントである。,,verified,
910,FIN,yield,利回り,The yield rose as prices fell.,価格の下落により利回りは上昇した。,,verified,
911,FIN,issuer,発行体,The issuer defaulted on the notes.,発行体はその債券について債務不履行となった。,,verified,
912,FIN,underwriting,引受け,Underwriting was completed by a syndicate.,引受けはシンジケート団により行われた。,,verified,
913,FIN,securitization,証券化,Securitization converted the receivables into notes.,証券化により債権は証券に転換された。,,verified,
914,FIN,collateralization,担保化,Collateralization reduced the lender's risk.,担保化により貸主のリスクは低減された。,,verified,
915,FIN,netting,ネッティング(差引決済),Netting reduced the settlement amounts.,ネッティングにより決済金額は減少した。,,verified,
916,FIN,derivative,デリバティブ(金融派生商品),The derivative hedges currency exposure.,そのデリバティブは為替エクスポージャーをヘッジする。,,verified,
917,FIN,hedge,ヘッジ,The hedge offset the interest rate risk.,ヘッジにより金利リスクは相殺された。,,verified,
918,FIN,swap agreement,スワップ契約,The swap agreement follows the ISDA form.,スワップ契約はISDAの書式に従う。,,verified,
919,FIN,foreclosure,担保権実行(フォークロージャー),Foreclosure proceedings began after default.,債務不履行後に担保権実行手続が開始された。,,verified,
920,FIN,repossession,(担保物の)取戻し,Repossession of the vehicle followed nonpayment.,支払遅滞により車両の取戻しが行われた。,,verified,
921,FIN,deficiency,不足額(残債),The debtor remains liable for the deficiency.,債務者は不足額について責任を負い続ける。,,verified,
922,FIN,usury,高利(利息制限違反),The rate violated the usury laws.,その金利は利息制限法に違反した。,,verified,
923,FIN,anti-money laundering,マネー・ロンダリング防止(AML),Anti-money laundering checks are mandatory.,AMLチェックは必須である。,,verified,
924,FIN,know your customer,顧客確認(KYC),Know your customer procedures verify identity.,KYC手続は本人確認を行う。,,verified,
925,FIN,economic sanctions,経済制裁,The payment was blocked by economic sanctions.,その支払は経済制裁により停止された。,,verified,
926,FIN,escrow account,エスクロー口座,The purchase price was deposited into an escrow account.,購入代金はエスクロー口座に預託された。,,verified,
927,FIN,trust account,信託口座,Client funds are held in a trust account.,顧客資金は信託口座で保管される。,,verified,
928,FIN,custodian,保管機関(カストディアン),The custodian safeguards the securities.,カストディアンは有価証券を保管する。,,verified,
929,FIN,fiduciary,受託者(信認義務を負う者),A fiduciary must avoid conflicts of interest.,受託者は利益相反を回避しなければならない。,,verified,
930,FIN,solvency,支払能力,The certificate confirms the company's solvency.,その証明書は会社の支払能力を確認する。,,verified,
931,FIN,creditworthiness,信用力,The bank assessed the borrower's creditworthiness.,銀行は借主の信用力を審査した。,,verified,
932,FIN,credit rating,信用格付,The credit rating was downgraded.,信用格付は引き下げられた。,,verified,
933,FIN,due date,支払期日,Payment is required on the due date.,支払期日に支払が必要である。,,verified,
934,FIN,grace period for payment,支払猶予期間,A five-day grace period for payment applies.,5日間の支払猶予期間が適用される。,,verified,
935,FIN,rollover,(債務の)借換え(ロールオーバー),The loan was extended by rollover.,そのローンはロールオーバーにより延長された。,,verified,
936,FIN,novation of debt,債務の更改,The novation of debt substituted a new borrower.,債務の更改により新しい借主に交替した。,,verified,
937,FIN,debt assumption,債務引受,The buyer agreed to a debt assumption.,買主は債務引受に同意した。,,verified,
938,FIN,assignment of receivables,債権譲渡,The assignment of receivables was notified to obligors.,債権譲渡は債務者らに通知された。,,verified,
939,FIN,factoring,ファクタリング,Factoring converted receivables into cash.,ファクタリングにより債権は現金化された。,,verified,
940,FIN,letter of comfort,経営指導念書,The parent issued a letter of comfort to the bank.,親会社は銀行に経営指導念書を差し入れた。,,verified,
941,FIN,payment guarantee,支払保証,The payment guarantee covers the full price.,支払保証は代金全額を対象とする。,,verified,
942,FIN,performance bond,履行保証(ボンド),A performance bond secures the construction contract.,履行保証が建設契約を担保する。,,verified,
943,FIN,bid bond,入札保証,A bid bond accompanies each tender.,各入札には入札保証が添付される。,,verified,
944,FIN,surety bond,保証証書(サーティ・ボンド),The surety bond protects the project owner.,保証証書は発注者を保護する。,,verified,
945,FIN,bank guarantee,銀行保証,A bank guarantee replaced the cash deposit.,銀行保証が現金預託に代わった。,,verified,
946,FIN,documentary collection,荷為替取立,Documentary collection was used for the export.,その輸出には荷為替取立が用いられた。,,verified,
947,FIN,open account,掛売り(オープン・アカウント),Open account terms require mutual trust.,掛売り条件には相互の信頼が必要である。,,verified,
948,FIN,payment in advance,前払い,The seller demanded payment in advance.,売主は前払いを要求した。,,verified,
949,FIN,cash on delivery,代金引換,The goods were shipped cash on delivery.,商品は代金引換で発送された。,,verified,
950,FIN,wire transfer,電信送金,Payment shall be made by wire transfer.,支払は電信送金により行われる。,,verified,
951,PROP,real property,不動産,Real property includes land and buildings.,不動産には土地と建物が含まれる。,,verified,
952,PROP,personal property,動産,Personal property passes by delivery.,動産は引渡しにより移転する。,,verified,
953,PROP,real estate,不動産(物件),The fund invests in commercial real estate.,そのファンドは商業用不動産に投資する。,,verified,
954,PROP,land,土地,The land was surveyed before the sale.,その土地は売却前に測量された。,,verified,
955,PROP,premises,(契約対象の)物件(建物・敷地),The tenant shall keep the premises clean.,賃借人は物件を清潔に保つものとする。,,verified,
956,PROP,leasehold,賃借権(リースホールド),The leasehold runs for ninety-nine years.,その賃借権の期間は99年である。,,verified,
957,PROP,freehold,自由保有権(フリーホールド),The buyer acquired the freehold of the site.,買主はその敷地の自由保有権を取得した。,,verified,
958,PROP,easement,地役権,An easement allows access across the neighbor's land.,地役権により隣地の通行が認められる。,,verified,
959,PROP,encumbrance,負担(担保・制限),The title is free from encumbrances.,その権原には負担が付着していない。,,verified,
960,PROP,zoning,用途地域規制(ゾーニング),Zoning prohibits commercial use of the lot.,ゾーニングによりその区画の商業利用は禁止される。,,verified,
961,PROP,deed,譲渡証書(ディード),The deed was recorded at the county office.,譲渡証書は郡の登記所に登録された。,,verified,
962,PROP,warranty deed,保証付譲渡証書,A warranty deed guarantees good title.,保証付譲渡証書は完全な権原を保証する。,,verified,
963,PROP,quitclaim deed,権利放棄型譲渡証書,A quitclaim deed conveys only the grantor's interest.,権利放棄型譲渡証書は譲渡人の持つ権利のみを移転する。,,verified,
964,PROP,title,権原(所有権),Title passed to the buyer at closing.,権原はクロージング時に買主へ移転した。,,verified,
965,PROP,marketable title,市場性のある権原,The seller must deliver marketable title.,売主は市場性のある権原を移転しなければならない。,,verified,
966,PROP,title search,権原調査,The title search revealed an old lien.,権原調査で古い担保権が判明した。,,verified,
967,PROP,title insurance,権原保険,Title insurance protects against hidden defects.,権原保険は隠れた瑕疵から保護する。,,verified,
968,PROP,conveyance,(不動産の)譲渡,The conveyance was completed by deed.,譲渡は譲渡証書により完了した。,,verified,
969,PROP,grantor,譲渡人,The grantor signed the deed before a notary.,譲渡人は公証人の面前で譲渡証書に署名した。,,verified,
970,PROP,grantee,譲受人,The grantee recorded the deed promptly.,譲受人は速やかに譲渡証書を登録した。,,verified,
971,PROP,landlord,賃貸人(家主),The landlord is responsible for structural repairs.,賃貸人は構造部分の修繕に責任を負う。,,verified,
972,PROP,tenant,賃借人(テナント),The tenant pays rent monthly in advance.,賃借人は賃料を毎月前払いする。,,verified,
973,PROP,lease agreement,賃貸借契約,The lease agreement runs for five years.,賃貸借契約の期間は5年である。,,verified,
974,PROP,rent,賃料,Rent increases 3 percent each year.,賃料は毎年3パーセント増額される。,,verified,
975,PROP,security deposit,敷金(保証金),The security deposit equals two months' rent.,敷金は賃料2か月分である。,,verified,
976,PROP,eviction,立退き(明渡し),Eviction requires a court order.,立退きには裁判所の命令が必要である。,,verified,
977,PROP,sublease,転貸借(サブリース),The sublease requires the landlord's consent.,転貸借には賃貸人の同意が必要である。,,verified,
978,PROP,tenancy,賃借権(保有形態),The tenancy continues month to month.,その賃借権は月極めで継続する。,,verified,
979,PROP,joint tenancy,合有(ジョイント・テナンシー),Joint tenancy includes the right of survivorship.,合有には生存者権が伴う。,,verified,
980,PROP,tenancy in common,共有(テナンシー・イン・コモン),Tenancy in common allows unequal shares.,共有では持分が不均等でもよい。,,verified,
981,PROP,right of survivorship,生存者権,The right of survivorship passes title automatically.,生存者権により権原は自動的に移転する。,,verified,
